date,open,high,low,close,volume
2025-07-11,894.0,895.55,869.1,874.05,989521
2025-07-14,876.8,886.55,867.3,880.5,857740
2025-07-15,881.0,887.8,873.3,879.75,767520
2025-07-16,880.5,886.85,875.05,876.6,593638
2025-07-17,879.95,884.0,872.0,873.35,614709
2025-07-18,876.9,882.95,867.0,869.35,1444579
2025-07-21,870.95,881.0,862.1,871.65,833172
2025-07-22,876.0,879.8,864.2,867.2,650289
2025-07-23,871.7,874.1,861.5,863.1,724832
2025-07-24,868.0,868.0,844.05,849.05,2179235
2025-07-25,853.35,856.7,812.15,817.15,1813942
2025-07-28,819.7,827.8,813.0,815.95,831296
2025-07-29,819.0,830.55,800.35,826.95,1171033
2025-07-30,834.0,834.0,821.65,823.9,438934
2025-07-31,812.05,821.45,806.55,808.4,1026102
2025-08-01,810.1,817.6,791.1,793.05,945768
2025-08-04,796.95,803.2,793.05,799.55,909667
2025-08-05,803.2,804.7,782.1,802.05,1100031
2025-08-06,802.1,802.15,779.05,791.1,15323608
2025-08-07,788.0,796.2,769.05,794.6,2218077
2025-08-08,794.65,806.35,786.4,790.15,7822530
2025-08-11,788.0,799.95,785.8,792.0,950117
2025-08-12,793.0,801.15,784.3,786.75,658384
2025-08-13,793.0,795.65,782.0,786.3,536807
2025-08-14,788.15,791.9,774.45,775.8,6581262
2025-08-18,787.0,821.65,783.0,818.75,1776385
2025-08-19,818.75,831.9,813.05,828.2,967227
2025-08-20,828.2,831.65,822.2,824.2,381123
2025-08-21,825.0,829.2,812.0,815.15,558969
2025-08-22,815.15,816.0,795.2,800.15,537046
2025-08-25,805.0,807.85,795.05,805.75,718727
2025-08-26,801.1,803.45,787.75,788.65,501821
2025-08-28,786.0,793.0,767.3,770.95,891046
2025-08-29,775.4,776.4,759.25,764.15,1341814
2025-09-01,770.15,777.6,763.3,766.65,891853
2025-09-02,772.9,772.95,761.2,763.05,567133
2025-09-03,768.9,768.9,760.1,763.7,565805
2025-09-04,771.0,775.25,757.0,758.35,514778
2025-09-05,759.0,761.45,744.9,755.95,880798
2025-09-08,760.0,777.95,757.65,776.25,769043
2025-09-09,780.1,795.8,773.55,794.15,1363001
2025-09-10,794.15,816.55,792.05,811.75,1040743
2025-09-11,814.0,838.5,811.6,813.7,1366037
2025-09-12,817.35,831.3,812.6,829.9,1214068
2025-09-15,834.0,843.4,830.05,837.15,1406308
2025-09-16,840.85,846.0,831.6,836.55,718132
2025-09-17,840.0,840.05,825.25,826.45,489102
2025-09-18,827.05,845.8,824.3,837.6,971044
2025-09-19,865.0,899.0,855.2,877.15,8119554
2025-09-22,881.45,957.9,873.45,937.4,17999962
2025-09-23,941.5,949.2,915.05,925.1,4308383
2025-09-24,920.9,924.8,887.05,889.0,2938215
2025-09-25,889.0,907.0,881.1,894.2,2438224
2025-09-26,898.0,899.65,875.0,879.2,1824641
2025-09-29,880.05,887.3,869.5,871.75,1053287
2025-09-30,872.95,876.5,860.4,872.25,795182
2025-10-01,876.4,900.0,870.1,896.35,1049954
2025-10-03,898.5,920.0,892.3,916.35,1376240
2025-10-06,918.0,928.7,913.2,926.65,1046097
2025-10-07,927.0,945.05,917.0,919.0,1341521
2025-10-08,923.45,926.9,908.15,914.0,662712
2025-10-09,918.0,938.8,913.7,931.95,2119876
2025-10-10,931.85,932.95,915.0,925.85,974648
2025-10-13,925.85,942.8,920.85,937.65,1291551
2025-10-14,937.65,942.0,919.3,933.75,1252636
2025-10-15,930.75,949.0,920.5,944.2,1555720
2025-10-16,947.45,959.0,945.0,947.95,1243155
2025-10-17,940.05,950.0,926.1,929.7,5349446
2025-10-20,929.75,940.0,927.0,937.05,660903
2025-10-21,944.95,945.0,930.3,936.45,149680
2025-10-23,938.0,956.0,934.85,952.4,2360876
2025-10-24,956.0,956.0,937.55,944.25,1131330
